"プロジェクト名","てぬきラボ"
"日付の範囲","03/19/2026 00:00 - 03/21/2026 23:59"


"閲覧済み URL 正規表現に一致","^https://tenukilab\.com/(\?.*)?$"

"メトリック","セッション"
"","セッションの合計数","15"
"","ボット セッション","11"

"メトリック","セッション別のページ数"
"","平均","2.066666666666667"

"メトリック","スクロールの奥行き"
"","平均","80.19"

"メトリック","アクティブに費やした時間"
"","アクティブ時間","50"
"","所要時間","387"

"メトリック","ユーザーの概要"
"","ユニーク ユーザー","10"
"","新規ユーザーとのセッション","12"
"","リピーターとのセッション","3"

"メトリック","すべてのユーザー"
"","ユーザー ID","いいえ。セッション数","国","デバイス"
"","v0hcfb","3","Japan","PC"
"","cvwhgp","2","Japan","Mobile"
"","iy37iv","2","Japan","PC"
"","lh6np3","2","Japan","Mobile"
"","9zd2q2","1","United States","PC"
"","dudrht","1","United States","PC"
"","vd78gp","1","Germany","PC"
"","1alum99","1","Japan","PC"
"","1gpv0b8","1","Japan","PC"
"","1v9ydut","1","France","PC"

"メトリック","インサイト","いいえ。セッション数","% のセッション"
"","イライラしたクリック","0","0%"
"","デッド クリック","3","20%"
"","過剰なスクロール","0","0%"
"","クイック バック クリック","0","0%"

"メトリック","ブラウザー","いいえ。セッション数","% のセッション"
"","Chrome","11","84.62%"
"","Unknown","2","15.38%"
"","MobileSafari","2","15.38%"

"メトリック","上位のページ","いいえ。セッション数"
"","https://tenukilab.com/","15"
"","https://tenukilab.com/lab","3"
"","https://tenukilab.com/lab/kaeuta","1"

"メトリック","スマート イベント","いいえ。セッション数","% のセッション"
"","アウトバウンド クリック","3","20%"

"メトリック","参照元","いいえ。セッション数"
"","www.google.com","1"

"メトリック","JavaScript のエラー"
"","JavaScript エラーが発生しているセッション"
"","JavaScript エラーの合計数 ","0"
"","","いいえ。セッション数","% のセッション"

"メトリック","パフォーマンスの概要"
"","スコア","92.66666666666667"
"","LCP (最大の満足のいくペイント)","2.288s"
"","INP (次のペイントとの対話)","124ms"
"","CLS (累積レイアウト シフト)","0s"

"メトリック","ボット トラフィック"
"webScraperBotSessions","0"
"suspiciousDeviceBotSessions","9"
"suspiciousNetworkBotSessions","0"
"suspiciousInteractionBotSessions","11"
"ppcAdFraudBotSessions","0"
"otherBotsSessions","0"
"__typename","BotTypes"
